Sample Type,File Name,Order
Unknown,33762,736
Unknown,39216,737
Unknown,41365,738
Unknown,41810,739
Unknown,41905,740
Unknown,48493,741
Unknown,60787,742
Unknown,62839,743
Unknown,76190,744
Unknown,33724,745
Unknown,41040,746
Unknown,NoInj_BLANK_Plate13_3,747
Unknown,Pooled_Milk_Plate13_2,748
Unknown,73307,749
Unknown,31962,750
Unknown,32961,751
Unknown,40228,752
Unknown,50062,753
Unknown,51828,754
Unknown,53006,755
Unknown,59213,756
Unknown,38281,757
Unknown,43543,758
Unknown,62087,759
Unknown,69079,760
Unknown,6mix_Plate_13_2,761
Unknown,SRM_Plate_13_2,762
Unknown,NoInj_BLANK_Plate13_4,763
Unknown,Solvent_BLANK_Plate13_2,764
Unknown,69750,765
Unknown,74531,766
Unknown,75219,767
Unknown,76855,768
Unknown,23383,769
Unknown,23960,770
Unknown,51302,771
Unknown,38539,772
Unknown,48159,773
Unknown,48174,774
Unknown,72046,775
Unknown,73953,776
Unknown,22HM6222,777
Unknown,NoInj_BLANK_Plate13_5,778
Unknown,Pooled_Milk_Plate13_3,779
Unknown,48165,780
Unknown,48229,781
Unknown,74513,782
Unknown,76862,783
Unknown,33616,784
Unknown,50710,785
Unknown,53663,786
Unknown,69735,787
Unknown,51205,788
Unknown,96259,789
Unknown,38119,790
Unknown,44099,791
Unknown,22HM6194,792
Unknown,6mix_Plate_13_3,793
Unknown,SRM_Plate_13_3,794
Unknown,NoInj_BLANK_Plate13_6,795
Unknown,Solvent_BLANK_Plate13_3,796
Unknown,50850,797
Unknown,50871,798
Unknown,75245,799
Unknown,76906,800
Unknown,38303,801
Unknown,43409,802
Unknown,43951,803
Unknown,44508,804
Unknown,44533,805
Unknown,44689,806
Unknown,44744,807
Unknown,44848,808
Unknown,NoInj_BLANK_Plate13_7,809
Unknown,48011,810
Unknown,48019,811
Unknown,48135,812
Unknown,48179,813
Unknown,50712,814
Unknown,50728,815
Unknown,50748,816
Unknown,50823,817
Unknown,50890,818
Unknown,50895,819
Unknown,50897,820
Unknown,51203,821
Unknown,NoInj_BLANK_Plate13_8,822
Unknown,Solvent_BLANK_Plate13_4,823
Unknown,51768,824
Unknown,74128,825
Unknown,77336,826
Unknown,77477,827
Unknown,77804,828
Unknown,78041,829
Unknown,78682,830
Unknown,79337,831
Unknown,79418,832
Unknown,80653,833
Unknown,82442,834
Unknown,81905,835
Unknown,22HM6221,836
Unknown,NoInj_BLANK_Plate14_1,837
Unknown,Pooled_Milk_Plate14_1,838
Unknown,43618,839
Unknown,51960,840
Unknown,44542,841
Unknown,92044,842
Unknown,78954,843
Unknown,82429,844
Unknown,82621,845
Unknown,44971,846
Unknown,44969,847
Unknown,59407,848
Unknown,95665,849
Unknown,97985,850
Unknown,6mix_Plate_14_1,851
Unknown,SRM_Plate_14_1,852
Unknown,NoInj_BLANK_Plate14_2,853
Unknown,Solvent_BLANK_Plate14_1,854
Unknown,32367,855
Unknown,32656,856
Unknown,33606,857
Unknown,40340,858
Unknown,44708,859
Unknown,49467,860
Unknown,51388,861
Unknown,51951,862
Unknown,53640,863
Unknown,53634,864
Unknown,NoInj_BLANK_Plate14_3,865
Unknown,Pooled_Milk_Plate14_2,866
Unknown,Solvent_BLANK_Plate14_2,867
Unknown,Arg_CA,868
Unknown,His_CA,869
Unknown,Ile_CA,870
Unknown,Leu_CA,871
Unknown,Lys_CA_B,872
Unknown,Orn_CA_A,873
Unknown,Orn_CA_B,874
Unknown,Phe_CA,875
Unknown,Trp_CA,876
Unknown,Tyr_CA,877
Unknown,Tyr_CA_2,878
Unknown,PlateBile_BLANK_1,879
Unknown,NoInj_BLANK_PlateBile_1,880
Unknown,Cit_CDCA,881
Unknown,His_CDCA,882
Unknown,Ile_CDCA,883
Unknown,Leu_CDCA,884
Unknown,Leu_CDCA_2,885
Unknown,Leu_CDCA_3,886
Unknown,Leu_CDCA_4,887
Unknown,Lys_CDCA_A,888
Unknown,Lys_CDCA_B,889
Unknown,Phe_CDCA,890
Unknown,Trp_CDCA_A,891
Unknown,PlateBile_BLANK_2,892
Unknown,6mix_Plate_Bile_1,893
Unknown,SRM_Plate_Bile_1,894
Unknown,NoInj_BLANK_PlateBile_2,895
Unknown,Trp_CDCA_B,896
Unknown,Tyr_CDCA,897
Unknown,Cit_DCA,898
Unknown,His_DCA,899
Unknown,Ile_DCA,900
Unknown,Met_DCA,901
Unknown,Leu_DCA,902
Unknown,Lys_DCA_A,903
Unknown,Lys_DCA_B,904
Unknown,Trp_DCA,905
Unknown,Tyr_DCA,906
Unknown,PlateBile_BLANK_3,907
Unknown,NoInj_BLANK_PlateBile_3,908
Unknown,Cit_HDCA,909
Unknown,His_HDCA,910
Unknown,Ile_HDCA,911
Unknown,Lys_HDCA_A,912
Unknown,Lys_HDCA_B,913
Unknown,Met_HDCA,914
Unknown,Phe_HDCA,915
Unknown,Trp_HDCA,916
Unknown,Tyr_HDCA,917
Unknown,Cit_UDCA,918
Unknown,His_UDCA,919
Unknown,PlateBile_BLANK_4,920
Unknown,6mix_Plate_Bile_2,921
Unknown,SRM_Plate_Bile_2,922
Unknown,NoInj_BLANK_PlateBile_4,923
Unknown,Ile_UDCA,924
Unknown,Leu_UDCA_A,925
Unknown,Leu_UDCA_B,926
Unknown,Lys_UDCA_A,927
Unknown,Lys_UDCA_B,928
Unknown,Met_UDCA,929
Unknown,Phe_UDCA,930
Unknown,Trp_UDCA,931
Unknown,Tyr_UDCA,932
Unknown,Ala_CA,933
Unknown,PlateBile_BLANK_5,934
Unknown,NoInj_BLANK_PlateBile_5,935
Unknown,Cholic_Acid,936
Unknown,Deoxycholic_Acid,937
Unknown,Chenodeoxycholic_Acid,938
Unknown,Hyodeoxycholic_Acid,939
Unknown,Taucholic_Acid,940
Unknown,Taudeoxycholic_Acid,941
Unknown,PlateBile_BLANK_6,942
Unknown,Tauchenodeoxycholic_Acid,943
Unknown,Tauhyodeoxycholic_Acid,944
Unknown,Glycholic_Acid,945
Unknown,Glydeoxycholic_Acid,946
Unknown,Glychenodeoxycholic_Acid,947
Unknown,Glyhyodeoxycholic_Acid,948
Unknown,PlateBile_BLANK_7,949
Unknown,6mix_Plate_Bile_3,950
Unknown,SRM_Plate_Bile_3,951
Unknown,NoInj_BLANK_PlateBile_5,952
